File Path,Label,Class
Notes Datasets\1. E\01-E-6.wav,E,21
Notes Datasets\1. E\01-E-7.wav,E,21
Notes Datasets\1. E\01-E-8.wav,E,21
Notes Datasets\1. E\01-E-9.wav,E,21
Notes Datasets\1. E\01-E.wav,E,21
Notes Datasets\1. E\E.wav,E,21
Notes Datasets\1. E\E_C.wav,E,21
Notes Datasets\1. E\E_FT.wav,E,21
Notes Datasets\1. E\GC_-01.wav,E,21
Notes Datasets\1. E\PC-01.wav,E,21
Notes Datasets\1. E\TC-01.wav,E,21
Notes Datasets\10. C-sharp\10-C-sharp (1).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (10).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (11).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (12).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (13).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (14).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (15).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (16).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (17).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (18).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (19).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (2).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (20).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (21).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (22).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (23).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (24).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (25).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (26).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (27).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (28).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (29).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (3).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (30).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (31).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (32).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (33).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (34).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (35).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (36).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (37).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (38).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (39).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (4).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (40).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (41).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (42).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (43).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (44).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (45).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (46).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (47).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (48).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (49).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (5).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (50).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (51).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (52).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (53).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (54).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (55).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (56).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (57).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (58).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (59).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (6).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (60).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (61).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (62).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (7).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (8).wav,C-sharp,10
Notes Datasets\10. C-sharp\10-C-sharp (9).wav,C-sharp,10
Notes Datasets\11. D\11-D-10.wav,D,15
Notes Datasets\11. D\11-D-11.wav,D,15
Notes Datasets\11. D\11-D-12.wav,D,15
Notes Datasets\11. D\11-D-13.wav,D,15
Notes Datasets\11. D\11-D-14.wav,D,15
Notes Datasets\11. D\11-D-15.wav,D,15
Notes Datasets\11. D\11-D-16.wav,D,15
Notes Datasets\11. D\11-D-17.wav,D,15
Notes Datasets\11. D\11-D-18.wav,D,15
Notes Datasets\11. D\11-D-19.wav,D,15
Notes Datasets\11. D\11-D-2.wav,D,15
Notes Datasets\11. D\11-D-20.wav,D,15
Notes Datasets\11. D\11-D-21.wav,D,15
Notes Datasets\11. D\11-D-22.wav,D,15
Notes Datasets\11. D\11-D-23.wav,D,15
Notes Datasets\11. D\11-D-24.wav,D,15
Notes Datasets\11. D\11-D-25.wav,D,15
Notes Datasets\11. D\11-D-26.wav,D,15
Notes Datasets\11. D\11-D-27.wav,D,15
Notes Datasets\11. D\11-D-28.wav,D,15
Notes Datasets\11. D\11-D-29.wav,D,15
Notes Datasets\11. D\11-D-3.wav,D,15
Notes Datasets\11. D\11-D-30.wav,D,15
Notes Datasets\11. D\11-D-31.wav,D,15
Notes Datasets\11. D\11-D-32.wav,D,15
Notes Datasets\11. D\11-D-33.wav,D,15
Notes Datasets\11. D\11-D-34.wav,D,15
Notes Datasets\11. D\11-D-35.wav,D,15
Notes Datasets\11. D\11-D-36.wav,D,15
Notes Datasets\11. D\11-D-37.wav,D,15
Notes Datasets\11. D\11-D-38.wav,D,15
Notes Datasets\11. D\11-D-39.wav,D,15
Notes Datasets\11. D\11-D-4.wav,D,15
Notes Datasets\11. D\11-D-40.wav,D,15
Notes Datasets\11. D\11-D-41.wav,D,15
Notes Datasets\11. D\11-D-42.wav,D,15
Notes Datasets\11. D\11-D-43.wav,D,15
Notes Datasets\11. D\11-D-44.wav,D,15
Notes Datasets\11. D\11-D-45.wav,D,15
Notes Datasets\11. D\11-D-46.wav,D,15
Notes Datasets\11. D\11-D-47.wav,D,15
Notes Datasets\11. D\11-D-48.wav,D,15
Notes Datasets\11. D\11-D-49.wav,D,15
Notes Datasets\11. D\11-D-5.wav,D,15
Notes Datasets\11. D\11-D-50.wav,D,15
Notes Datasets\11. D\11-D-51.wav,D,15
Notes Datasets\11. D\11-D-52.wav,D,15
Notes Datasets\11. D\11-D-53.wav,D,15
Notes Datasets\11. D\11-D-54.wav,D,15
Notes Datasets\11. D\11-D-55.wav,D,15
Notes Datasets\11. D\11-D-56.wav,D,15
Notes Datasets\11. D\11-D-6.wav,D,15
Notes Datasets\11. D\11-D-7.wav,D,15
Notes Datasets\11. D\11-D-8.wav,D,15
Notes Datasets\11. D\11-D-9.wav,D,15
Notes Datasets\11. D\11-D.wav,D,15
Notes Datasets\11. D\D.wav,D,15
Notes Datasets\11. D\D_C.wav,D,15
Notes Datasets\11. D\D_FT.wav,D,15
Notes Datasets\11. D\GC_-11.wav,D,15
Notes Datasets\11. D\PC-11.wav,D,15
Notes Datasets\11. D\TC-11.wav,D,15
Notes Datasets\12. D-sharp\12-D-sharp (1).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (10).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (11).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (12).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (13).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (14).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (15).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (16).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (17).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (18).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (19).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (2).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (20).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (21).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (22).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (23).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (24).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (25).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (26).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (27).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (28).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (29).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (3).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (30).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (31).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (32).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (33).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (34).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (35).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (36).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (37).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (38).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (39).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (4).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (40).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (41).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (42).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (43).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (44).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (45).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (46).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (47).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (48).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (49).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (5).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (50).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (51).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (52).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (53).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (54).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (55).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (56).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (57).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (58).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (59).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (6).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (60).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (61).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (62).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (7).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (8).wav,D-sharp,16
Notes Datasets\12. D-sharp\12-D-sharp (9).wav,D-sharp,16
Notes Datasets\13. E1\13-E1-10.wav,E1,22
Notes Datasets\13. E1\13-E1-11.wav,E1,22
Notes Datasets\13. E1\13-E1-12.wav,E1,22
Notes Datasets\13. E1\13-E1-13.wav,E1,22
Notes Datasets\13. E1\13-E1-14.wav,E1,22
Notes Datasets\13. E1\13-E1-15.wav,E1,22
Notes Datasets\13. E1\13-E1-16.wav,E1,22
Notes Datasets\13. E1\13-E1-17.wav,E1,22
Notes Datasets\13. E1\13-E1-18.wav,E1,22
Notes Datasets\13. E1\13-E1-19.wav,E1,22
Notes Datasets\13. E1\13-E1-2.wav,E1,22
Notes Datasets\13. E1\13-E1-20.wav,E1,22
Notes Datasets\13. E1\13-E1-21.wav,E1,22
Notes Datasets\13. E1\13-E1-22.wav,E1,22
Notes Datasets\13. E1\13-E1-23.wav,E1,22
Notes Datasets\13. E1\13-E1-24.wav,E1,22
Notes Datasets\13. E1\13-E1-25.wav,E1,22
Notes Datasets\13. E1\13-E1-26.wav,E1,22
Notes Datasets\13. E1\13-E1-27.wav,E1,22
Notes Datasets\13. E1\13-E1-28.wav,E1,22
Notes Datasets\13. E1\13-E1-29.wav,E1,22
Notes Datasets\13. E1\13-E1-3.wav,E1,22
Notes Datasets\13. E1\13-E1-30.wav,E1,22
Notes Datasets\13. E1\13-E1-31.wav,E1,22
Notes Datasets\13. E1\13-E1-32.wav,E1,22
Notes Datasets\13. E1\13-E1-33.wav,E1,22
Notes Datasets\13. E1\13-E1-34.wav,E1,22
Notes Datasets\13. E1\13-E1-35.wav,E1,22
Notes Datasets\13. E1\13-E1-36.wav,E1,22
Notes Datasets\13. E1\13-E1-37.wav,E1,22
Notes Datasets\13. E1\13-E1-38.wav,E1,22
Notes Datasets\13. E1\13-E1-39.wav,E1,22
Notes Datasets\13. E1\13-E1-4.wav,E1,22
Notes Datasets\13. E1\13-E1-40.wav,E1,22
Notes Datasets\13. E1\13-E1-41.wav,E1,22
Notes Datasets\13. E1\13-E1-42.wav,E1,22
Notes Datasets\13. E1\13-E1-43.wav,E1,22
Notes Datasets\13. E1\13-E1-44.wav,E1,22
Notes Datasets\13. E1\13-E1-45.wav,E1,22
Notes Datasets\13. E1\13-E1-46.wav,E1,22
Notes Datasets\13. E1\13-E1-47.wav,E1,22
Notes Datasets\13. E1\13-E1-48.wav,E1,22
Notes Datasets\13. E1\13-E1-49.wav,E1,22
Notes Datasets\13. E1\13-E1-5.wav,E1,22
Notes Datasets\13. E1\13-E1-50.wav,E1,22
Notes Datasets\13. E1\13-E1-51.wav,E1,22
Notes Datasets\13. E1\13-E1-52.wav,E1,22
Notes Datasets\13. E1\13-E1-53.wav,E1,22
Notes Datasets\13. E1\13-E1-54.wav,E1,22
Notes Datasets\13. E1\13-E1-55.wav,E1,22
Notes Datasets\13. E1\13-E1-56.wav,E1,22
Notes Datasets\13. E1\13-E1-6.wav,E1,22
Notes Datasets\13. E1\13-E1-7.wav,E1,22
Notes Datasets\13. E1\13-E1-8.wav,E1,22
Notes Datasets\13. E1\13-E1-9.wav,E1,22
Notes Datasets\13. E1\13-E1.wav,E1,22
Notes Datasets\13. E1\E1.wav,E1,22
Notes Datasets\13. E1\E1_C.wav,E1,22
Notes Datasets\13. E1\E1_FT.wav,E1,22
Notes Datasets\13. E1\GC_-13.wav,E1,22
Notes Datasets\13. E1\PC-13.wav,E1,22
Notes Datasets\13. E1\TC-13.wav,E1,22
Notes Datasets\14. F1\14-F1-10.wav,F1,29
Notes Datasets\14. F1\14-F1-11.wav,F1,29
Notes Datasets\14. F1\14-F1-12.wav,F1,29
Notes Datasets\14. F1\14-F1-13.wav,F1,29
Notes Datasets\14. F1\14-F1-14.wav,F1,29
Notes Datasets\14. F1\14-F1-15.wav,F1,29
Notes Datasets\14. F1\14-F1-16.wav,F1,29
Notes Datasets\14. F1\14-F1-17.wav,F1,29
Notes Datasets\14. F1\14-F1-18.wav,F1,29
Notes Datasets\14. F1\14-F1-19.wav,F1,29
Notes Datasets\14. F1\14-F1-2.wav,F1,29
Notes Datasets\14. F1\14-F1-20.wav,F1,29
Notes Datasets\14. F1\14-F1-21.wav,F1,29
Notes Datasets\14. F1\14-F1-22.wav,F1,29
Notes Datasets\14. F1\14-F1-23.wav,F1,29
Notes Datasets\14. F1\14-F1-24.wav,F1,29
Notes Datasets\14. F1\14-F1-25.wav,F1,29
Notes Datasets\14. F1\14-F1-26.wav,F1,29
Notes Datasets\14. F1\14-F1-27.wav,F1,29
Notes Datasets\14. F1\14-F1-28.wav,F1,29
Notes Datasets\14. F1\14-F1-29.wav,F1,29
Notes Datasets\14. F1\14-F1-3.wav,F1,29
Notes Datasets\14. F1\14-F1-30.wav,F1,29
Notes Datasets\14. F1\14-F1-31.wav,F1,29
Notes Datasets\14. F1\14-F1-32.wav,F1,29
Notes Datasets\14. F1\14-F1-33.wav,F1,29
Notes Datasets\14. F1\14-F1-34.wav,F1,29
Notes Datasets\14. F1\14-F1-35.wav,F1,29
Notes Datasets\14. F1\14-F1-36.wav,F1,29
Notes Datasets\14. F1\14-F1-37.wav,F1,29
Notes Datasets\14. F1\14-F1-38.wav,F1,29
Notes Datasets\14. F1\14-F1-39.wav,F1,29
Notes Datasets\14. F1\14-F1-4.wav,F1,29
Notes Datasets\14. F1\14-F1-40.wav,F1,29
Notes Datasets\14. F1\14-F1-41.wav,F1,29
Notes Datasets\14. F1\14-F1-42.wav,F1,29
Notes Datasets\14. F1\14-F1-43.wav,F1,29
Notes Datasets\14. F1\14-F1-44.wav,F1,29
Notes Datasets\14. F1\14-F1-45.wav,F1,29
Notes Datasets\14. F1\14-F1-46.wav,F1,29
Notes Datasets\14. F1\14-F1-47.wav,F1,29
Notes Datasets\14. F1\14-F1-48.wav,F1,29
Notes Datasets\14. F1\14-F1-49.wav,F1,29
Notes Datasets\14. F1\14-F1-5.wav,F1,29
Notes Datasets\14. F1\14-F1-50.wav,F1,29
Notes Datasets\14. F1\14-F1-51.wav,F1,29
Notes Datasets\14. F1\14-F1-52.wav,F1,29
Notes Datasets\14. F1\14-F1-53.wav,F1,29
Notes Datasets\14. F1\14-F1-54.wav,F1,29
Notes Datasets\14. F1\14-F1-55.wav,F1,29
Notes Datasets\14. F1\14-F1-56.wav,F1,29
Notes Datasets\14. F1\14-F1-6.wav,F1,29
Notes Datasets\14. F1\14-F1-7.wav,F1,29
Notes Datasets\14. F1\14-F1-8.wav,F1,29
Notes Datasets\14. F1\14-F1-9.wav,F1,29
Notes Datasets\14. F1\14-F1.wav,F1,29
Notes Datasets\14. F1\F1_C.wav,F1,29
Notes Datasets\14. F1\F1_FT.wav,F1,29
Notes Datasets\14. F1\GC_-14.wav,F1,29
Notes Datasets\14. F1\PC-14.wav,F1,29
Notes Datasets\14. F1\TC-14.wav,F1,29
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (1).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (10).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (11).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (12).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (13).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (14).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (15).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (16).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (17).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (18).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (19).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (2).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (20).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (21).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (22).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (23).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (24).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (25).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (26).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (27).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (28).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (29).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (3).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (30).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (31).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (32).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (33).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (34).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (35).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (36).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (37).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (38).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (39).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (4).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (40).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (41).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (42).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (43).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (44).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (45).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (46).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (47).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (48).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (49).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (5).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (50).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (51).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (52).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (53).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (54).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (55).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (56).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (57).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (58).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (59).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (6).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (60).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (61).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (7).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (8).wav,F-sharp 1,27
Notes Datasets\15. F-sharp 1\15-F-sharp-1 (9).wav,F-sharp 1,27
Notes Datasets\16. G1\16-G1-10.wav,G1,35
Notes Datasets\16. G1\16-G1-11.wav,G1,35
Notes Datasets\16. G1\16-G1-12.wav,G1,35
Notes Datasets\16. G1\16-G1-13.wav,G1,35
Notes Datasets\16. G1\16-G1-14.wav,G1,35
Notes Datasets\16. G1\16-G1-15.wav,G1,35
Notes Datasets\16. G1\16-G1-16.wav,G1,35
